State,State/Tribal/Other,Agency,Unit/Office,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
Kansas,Tribal Agencies,Iowa Tribal,,0,0,0,0,0,2,1,0,1,0
Kansas,Kickapoo Tribal,,,3,0,0,1,2,9,5,1,3,0
Kansas,Potawatomi Tribal,,,4,0,0,1,3,21,5,14,2,0
Kansas,Sac and Fox Tribal,,,3,0,1,0,2,16,2,13,1,0
Kansas,Other Agencies,El Dorado School District,,0,0,0,0,0,0,0,0,0,0
Kansas,Johnson County Park,,,0,0,0,0,0,36,2,33,1,0
Kansas,Unified School District,Kansas City,,1,0,0,0,1,16,2,14,0,0
Kentucky,State Agencies,Alcohol Beverage Control:,Enforcement Division,0,0,0,0,0,0,0,0,0,0
Kentucky,State Agencies,Investigative Division,,0,0,0,0,0,0,0,0,0,0
Kentucky,Department of Agriculture Animal Health Enforcement Division,,,0,0,0,0,0,1,0,1,0,0
Kentucky,Fish and Wildlife Enforcement,,,1,0,0,0,1,10,1,7,2,0
Kentucky,Kentucky Horse Park,,,0,0,0,0,0,23,2,21,0,0
Kentucky,Motor Vehicle Enforcement,,,0,0,0,0,0,9,1,6,2,0
Kentucky,Park Security,,,0,0,0,0,0,16,1,13,2,0
Kentucky,State Police:,Ashland,,32,0,23,0,9,168,40,96,32,2
Kentucky,State Police:,Bowling Green,,39,2,16,0,21,92,30,41,21,2
Kentucky,State Police:,Campbellsburg,,43,3,23,1,16,172,54,92,26,2
Kentucky,State Police:,Cannabis Suppression Section,,0,0,0,0,0,0,0,0,0,0
Kentucky,State Police:,Columbia,,59,4,32,0,23,108,43,56,9,2
Kentucky,State Police:,Drug Enforcement Area 2,,0,0,0,0,0,4,0,3,1,0
Kentucky,State Police:,Dry Ridge,,36,0,27,1,8,75,19,47,9,1
Kentucky,State Police:,Electronic Crimes,,1,0,1,0,0,0,0,0,0,0
Kentucky,State Police:,Elizabethtown,,49,1,19,2,27,116,30,55,31,1
Kentucky,State Police:,Frankfort,,27,4,7,0,16,84,20,49,15,3
Kentucky,State Police:,Harlan,,56,2,26,4,24,197,76,74,47,2
Kentucky,State Police:,Hazard,,42,1,10,6,25,189,83,62,44,3
Kentucky,State Police:,Headquarters,,0,0,0,0,0,0,0,0,0,0
Kentucky,State Police:,Henderson,,25,0,11,1,13,79,26,42,11,0
Kentucky,State Police:,London,,63,8,35,2,18,228,72,97,59,7
Kentucky,State Police:,Madisonville,,31,3,18,0,10,64,18,30,16,3
Kentucky,State Police:,Mayfield,,38,0,21,3,14,128,37,67,24,0
Kentucky,State Police:,Morehead2,,,,38,1,23,156,64,75,17,4
Kentucky,State Police:,Pikeville,,94,3,32,12,47,344,134,114,96,6
Kentucky,State Police:,Richmond,,39,1,17,0,21,119,40,51,28,9
Kentucky,State Police:,Special Operations,,0,0,0,0,0,0,0,0,0,0
Kentucky,State Police:,Vehicle Investigations,,0,0,0,0,0,3,0,3,0,0
Kentucky,State Police:,West Drug Enforcement Branch,,0,0,0,0,0,3,1,1,1,0
Kentucky,Unlawful Narcotics Investigation Treatment and Education,,,0,0,0,0,0,0,0,0,0,0
Kentucky,Other Agencies,Barren County Drug Task Force,,0,0,0,0,0,0,0,0,0,0
Kentucky,Bluegrass Narcotics Task Force,,,0,0,0,0,0,4,1,3,0,0
Kentucky,Cincinnati-Northern Kentucky International Airport,,,0,0,0,0,0,60,0,44,16,0
Kentucky,Clark County School System,,,2,0,0,0,2,6,0,6,0,0
Kentucky,Fayette County Schools,,,18,0,1,0,17,119,11,107,1,0
Kentucky,FIVCO Area Drug Task Force,,,0,0,0,0,0,1,0,1,0,0
Kentucky,Gateway Area Drug Task Force,,,0,0,0,0,0,0,0,0,0,0
Kentucky,Greater Hardin County Narcotics Task Force,,,1,0,0,0,1,1,1,0,0,0
Kentucky,Jefferson County School District,,,21,0,0,2,19,92,33,58,1,0
Kentucky,Lake Cumberland Area Drug Enforcement Task Force,,,0,0,0,0,0,0,0,0,0,0
Kentucky,Lexington Bluegrass Airport,,,0,0,0,0,0,23,0,8,15,0
Kentucky,Louisville Fire Department Arson Division,,,0,0,0,0,0,0,0,0,0,122
Kentucky,Louisville Regional Airport Authority,,,1,0,0,1,0,66,1,10,55,0
Kentucky,McCracken County Public Schools,,,0,0,0,0,0,3,0,3,0,0
Kentucky,Montgomery County School District,,,0,0,0,0,0,1,0,1,0,0
Kentucky,Northern Kentucky Drug Strike Force,,,0,0,0,0,0,0,0,0,0,0
Kentucky,Pennyrile Narcotics Task Force,,,0,0,0,0,0,2,0,2,0,0
Kentucky,Pulaski County Constable District 4,,,0,0,0,0,0,0,0,0,0,0
Kentucky,South Central Kentucky Drug Task Force,,,2,0,1,0,1,1,0,1,0,0
Maine,State Agencies,Bureau of Capitol Police,,0,0,0,0,0,2,0,2,0,0
Maine,State Agencies,Drug Enforcement Agency2,,0,0,0,0,0,0,0,0,0,0
Maine,State Agencies,State Fire Marshal2,,3,0,0,0,3,5,4,0,1,89
Maine,State Agencies,State Police2,,164,7,79,9,69,834,212,529,93,1
Maine,Tribal Agencies,Passamaquoddy Indian Township,,7,0,0,0,7,11,8,1,2,1
Maine,Tribal Agencies,Passamaquoddy Pleasant Point Tribal,,1,0,0,0,1,7,7,0,0,0
Maine,Tribal Agencies,Penobscot Nation,,0,0,0,0,0,3,0,3,0,0
Maryland,State Agencies,Comptroller of the Treasury Field Enforcement Division,,0,0,0,0,0,0,0,0,0,0
Maryland,Department of Public Safety and Correctional Services,Internal Investigation Division,,481,0,0,0,481,0,0,0,0,0
Maryland,General Services:,"Annapolis, Anne Arundel County",,0,0,0,0,0,2,0,2,0,0
Maryland,General Services:,Baltimore City,,2,0,0,1,1,21,1,18,2,0
Maryland,Maryland State Police Statewide,,,6,0,1,2,3,13,5,7,1,0
Maryland,Natural Resources Police,,,4,0,2,0,2,103,8,93,2,13
Maryland,Springfield Hospital,,,0,0,0,0,0,1,0,1,0,0
Maryland,State Fire Marshal,,,1,0,0,0,1,2,0,0,2,
Maryland,State Police:,Allegany County,,16,0,4,3,9,299,54,229,16,9
Maryland,State Police:,Baltimore City,,0,0,0,0,0,0,0,0,0,0
Maryland,State Police:,Baltimore County,,3,1,0,0,2,38,2,30,6,0
Maryland,State Police:,Calvert County,,22,0,0,1,21,80,13,60,7,4
Maryland,State Police:,Caroline County,,1,0,0,0,1,3,1,2,0,0
Maryland,State Police:,Carroll County,,19,1,2,7,9,174,24,138,12,3
Maryland,State Police:,Cecil County,,54,0,4,4,46,461,97,311,53,9
Maryland,State Police:,Charles County,,3,0,0,0,3,4,0,4,0,0
Maryland,State Police:,Dorchester County,,0,0,0,0,0,0,0,0,0,
Maryland,State Police:,Frederick County,,47,1,3,5,38,135,37,88,10,0
Maryland,State Police:,Garrett County,,17,0,7,0,10,80,25,53,2,2
Maryland,State Police:,Harford County,,42,0,3,5,34,159,2,146,11,4
Maryland,State Police:,Howard County,,5,0,0,0,5,11,0,10,1,0
Maryland,State Police:,Kent County,,1,0,0,0,1,9,4,5,0,4
Maryland,State Police:,Montgomery County,,2,0,0,0,2,4,0,3,1,0
Maryland,State Police:,Prince George's County,,4,0,0,0,4,26,0,11,15,0
Maryland,State Police:,Queen Anne's County,,23,0,3,1,19,76,12,53,11,4
Maryland,State Police:,Somerset County,,27,0,1,4,22,76,34,40,2,4
Maryland,State Police:,St. Mary's County,,23,0,4,7,12,184,24,154,6,5
Maryland,State Police:,Talbot County,,1,0,0,0,1,1,0,1,0,0
Maryland,State Police:,Washington County,,24,0,2,5,17,187,23,154,10,8
Maryland,State Police:,Wicomico County,,52,1,7,6,38,148,39,87,22,3
Maryland,State Police:,Worcester County,,5,0,1,1,3,80,15,57,8,0
Maryland,Transit Administration,,,58,0,0,28,30,97,0,95,2,0
Maryland,Transportation Authority,,,8,0,1,1,6,148,0,123,25,0
Maryland,Other Agencies,Maryland-National Capital Park Police:,Montgomery County,25,0,2,15,8,114,4,110,0,0
Maryland,Other Agencies,Prince George's County,,60,3,4,34,19,143,10,129,4,3
Massachusetts,State Agencies,Division of Law Enforcement,Environmental Police,9,0,0,0,9,9,2,5,2,0
Massachusetts,Massachusetts Bay Transportation Authority:,Bristol County,,0,0,0,0,0,3,0,3,0,
Massachusetts,Massachusetts Bay Transportation Authority:,Essex County,,1,1,0,0,0,15,0,15,0,
Massachusetts,Massachusetts Bay Transportation Authority:,Middlesex County,,34,0,0,8,26,181,2,177,2,
Massachusetts,Massachusetts Bay Transportation Authority:,Norfolk County,,12,0,0,5,7,73,0,70,3,
Massachusetts,Massachusetts Bay Transportation Authority:,Plymouth County,,0,0,0,0,0,13,0,12,1,
Massachusetts,Massachusetts Bay Transportation Authority:,Suffolk County,,217,2,1,87,127,241,7,231,3,
Massachusetts,Massachusetts Bay Transportation Authority:,Worcester County,,0,0,0,0,0,2,0,2,0,
Massachusetts,State Police:,Berkshire County,,1,0,0,0,1,32,9,20,3,
Massachusetts,State Police:,Bristol County,,1,0,0,0,1,0,0,0,0,
Massachusetts,State Police:,Franklin County,,4,0,0,0,4,0,0,0,0,
Massachusetts,State Police:,Hampden County,,15,0,0,0,15,11,0,2,9,
Massachusetts,State Police:,Hampshire County,,5,0,0,0,5,1,0,1,0,
Massachusetts,State Police:,Middlesex County,,0,0,0,0,0,0,0,0,0,
Massachusetts,State Police:,Norfolk County,,1,0,0,0,1,0,0,0,0,
Massachusetts,State Police:,Suffolk County,,5,0,0,0,5,29,2,15,12,
Massachusetts,State Police:,Worcester County,,12,0,0,0,12,1,0,1,0,
Massachusetts,Tribal Agencies,Wampanoag Tribe of Gay Head,,0,0,0,0,0,0,0,0,0,0
Massachusetts,Other Agencies,Massachusetts General Hospital,,97,0,0,1,96,135,0,135,0,
Michigan,State Agencies,Department of Natural Resources Law Enforcement Division,,1,0,0,0,1,7,0,6,1,1
Michigan,State Police:,Alcona County,,4,0,0,0,4,3,0,3,0,0
Michigan,State Police:,Alger County,,11,0,5,0,6,24,9,13,2,0
Michigan,State Police:,Allegan County,,82,0,32,0,50,243,62,156,25,2
Michigan,State Police:,Alpena County,,23,0,14,0,9,106,16,83,7,1
Michigan,State Police:,Antrim County,,15,0,10,0,5,12,2,9,1,0
Michigan,State Police:,Arenac County,,9,0,5,0,4,4,1,2,1,0
Michigan,State Police:,Baraga County,,14,0,4,0,10,13,7,4,2,1
Michigan,State Police:,Barry County,,34,0,12,0,22,117,26,83,8,1
Michigan,State Police:,Bay County,,38,0,19,1,18,97,30,51,16,1
Michigan,State Police:,Benzie County,,7,0,4,0,3,10,1,8,1,0
Michigan,State Police:,Berrien County,,50,0,24,4,22,137,43,83,11,1
Michigan,State Police:,Branch County,,51,0,20,1,30,115,45,43,27,2
Michigan,State Police:,Calhoun County2,,36,0,9,2,25,,,62,17,3
Michigan,State Police:,Cass County,,13,0,8,0,5,15,6,8,1,0
Michigan,State Police:,Charlevoix County,,7,0,4,0,3,5,1,4,0,0
Michigan,State Police:,Cheboygan County,,8,0,7,0,1,14,6,6,2,1
Michigan,State Police:,Chippewa County,,39,0,11,0,28,35,17,17,1,1
Michigan,State Police:,Clare County,,13,0,9,0,4,35,12,20,3,1
Michigan,State Police:,Clinton County,,11,0,7,0,4,11,2,7,2,0
Michigan,State Police:,Crawford County,,11,0,6,0,5,8,5,2,1,0
Michigan,State Police:,Delta County,,23,0,9,0,14,46,10,34,2,0
Michigan,State Police:,Dickinson County,,7,1,4,0,2,20,6,14,0,0
Michigan,State Police:,Eaton County2,,45,0,15,2,28,,,47,7,0
Michigan,State Police:,Emmet County,,12,0,7,0,5,47,9,34,4,1
Michigan,State Police:,Genesee County,,67,0,24,6,37,83,27,34,22,7
Michigan,State Police:,Gladwin County,,29,1,21,0,7,20,5,13,2,0
Michigan,State Police:,Gogebic County,,15,0,4,0,11,19,4,14,1,1
Michigan,State Police:,Grand Traverse County,,47,0,35,1,11,48,11,33,4,0
Michigan,State Police:,Gratiot County,,11,2,5,0,4,3,0,2,1,0
Michigan,State Police:,Hillsdale County,,68,0,26,0,42,131,46,66,19,0
Michigan,State Police:,Houghton County,,16,0,7,0,9,79,25,44,10,0
Michigan,State Police:,Ingham County,,16,0,11,0,5,46,21,24,1,0
Michigan,State Police:,Ionia County,,73,0,27,1,45,104,30,62,12,1
Michigan,State Police:,Iosco County,,29,0,14,0,15,95,49,36,10,1
Michigan,State Police:,Iron County,,16,0,7,0,9,14,4,6,4,0
Michigan,State Police:,Isabella County,,52,0,38,0,14,122,38,75,9,1
Michigan,State Police:,Jackson County,,85,0,46,0,39,106,38,55,13,2
Michigan,State Police:,Kalamazoo County,,28,0,9,2,17,43,9,28,6,0
Michigan,State Police:,Kalkaska County,,22,0,21,0,1,25,4,17,4,1
Michigan,State Police:,Kent County,,21,0,13,0,8,27,2,23,2,0
Michigan,State Police:,Lake County,,9,0,3,0,6,20,11,7,2,1
Michigan,State Police:,Lapeer County,,22,0,11,0,11,39,20,14,5,0
Michigan,State Police:,Lenawee County,,55,1,30,0,24,56,21,30,5,3
Michigan,State Police:,Livingston County,,60,0,30,0,30,147,36,106,5,0
Michigan,State Police:,Luce County,,13,0,10,0,3,11,6,2,3,0
Michigan,State Police:,Mackinac County,,8,0,5,0,3,23,4,18,1,0
Michigan,State Police:,Macomb County,,44,1,13,0,30,32,9,19,4,0
Michigan,State Police:,Manistee County,,24,2,16,0,6,40,15,23,2,0
Michigan,State Police:,Marquette County,,77,0,19,1,57,103,20,66,17,0
Michigan,State Police:,Mason County,,29,1,9,0,19,43,9,33,1,0
Michigan,State Police:,Mecosta County,,20,0,13,0,7,66,16,47,3,0
Michigan,State Police:,Menominee County,,7,1,2,0,4,15,3,9,3,0
Michigan,State Police:,Midland County,,15,0,13,0,2,7,2,4,1,0
Michigan,State Police:,Missaukee County,,4,0,1,0,3,10,2,3,5,0
Michigan,State Police:,Monroe County,,60,0,12,2,46,114,32,69,13,0
Michigan,State Police:,Montcalm County2,,161,2,72,3,84,,,152,56,2
Michigan,State Police:,Montmorency County,,5,0,5,0,0,7,2,4,1,0
Michigan,State Police:,Muskegon County2,,69,2,28,0,39,,,126,13,3
Michigan,State Police:,Newaygo County,,66,1,27,0,38,147,55,77,15,1
Michigan,State Police:,Oakland County,,79,0,22,4,53,141,37,82,22,0
Michigan,State Police:,Oceana County,,51,0,13,0,38,78,26,45,7,1
Michigan,State Police:,Ogemaw County,,47,1,14,1,31,54,21,31,2,1
Michigan,State Police:,Ontonagon County,,9,0,3,0,6,14,5,8,1,0
Michigan,State Police:,Osceola County,,16,0,6,0,10,18,9,7,2,0
Michigan,State Police:,Oscoda County,,5,0,5,0,0,7,3,3,1,0
Michigan,State Police:,Otsego County,,33,0,16,0,17,54,14,31,9,1
Michigan,State Police:,Ottawa County,,6,0,6,0,0,3,0,3,0,1
Michigan,State Police:,Presque Isle County,,4,0,2,0,2,2,0,2,0,0
Michigan,State Police:,Roscommon County,,14,0,9,0,5,47,11,31,5,1
Michigan,State Police:,Saginaw County,,98,2,30,0,66,94,19,58,17,5
Michigan,State Police:,Sanilac County,,31,0,25,0,6,30,12,18,0,0
Michigan,State Police:,Schoolcraft County,,14,3,7,0,4,36,11,22,3,2
Michigan,State Police:,Shiawassee County,,51,0,26,2,23,121,29,86,6,0
Michigan,State Police:,St. Clair County,,21,1,7,1,12,36,10,23,3,0
Michigan,State Police:,St. Joseph County,,49,1,18,0,30,149,62,66,21,0
Michigan,State Police:,Tuscola County,,48,0,28,0,20,77,29,44,4,1
Michigan,State Police:,Van Buren County,,69,0,36,0,33,143,57,65,21,2
Michigan,State Police:,Washtenaw County,,91,0,35,1,55,148,59,74,15,2
Michigan,State Police:,Wayne County,,104,3,30,3,68,116,2,98,16,1
Michigan,State Police:,Wexford County,,40,1,19,1,19,101,24,70,7,1
Michigan,Tribal Agencies,Grand Traverse Tribal,,1,0,0,1,0,20,0,19,1,0
Michigan,Gun Lake Tribal,,,0,0,0,0,0,181,0,179,2,0
Michigan,Hannahville Tribal,,,18,1,5,1,11,29,3,22,4,0
Michigan,Lac Vieux Desert Tribal,,,2,0,0,0,2,0,0,0,0,0
Michigan,Little River Band of Ottawa Indians,,,2,0,2,0,0,40,1,38,1,0
Michigan,Nottawaseppi Huron Band of Potawatomi,,,3,0,0,3,0,138,2,131,5,1
Michigan,Pokagon Tribal,,,0,0,0,0,0,164,0,162,2,0
Michigan,Saginaw Chippewa Tribal,,,31,0,21,0,10,125,13,105,7,0
Michigan,Other Agencies,Bishop International Airport,,0,0,0,0,0,10,0,3,7,0
Michigan,Capitol Region Airport Authority,,,0,0,0,0,0,1,0,0,1,0
Michigan,Genesee County Parks and Recreation,,,0,0,0,0,0,7,0,5,2,0
Michigan,Gerald R. Ford International Airport,,,0,0,0,0,0,0,0,0,0,0
Michigan,Huron-Clinton Metropolitan Authority:,Hudson Mills Metropark,,0,0,0,0,0,0,0,0,0,0
Michigan,Huron-Clinton Metropolitan Authority:,Kensington Metropark,,2,0,0,0,2,3,0,3,0,0
Michigan,Huron-Clinton Metropolitan Authority:,Lower Huron Metropark,,1,0,0,0,1,6,0,6,0,1
Michigan,Huron-Clinton Metropolitan Authority:,Stony Creek Metropark,,3,0,0,0,3,14,2,12,0,0
Michigan,Wayne County Airport,,,1,0,0,0,1,242,0,171,71,0
Minnesota,State Agencies,Bureau of Criminal Apprehension,,0,0,0,0,0,0,0,0,0,0
Minnesota,Capitol Security,St. Paul2,,1,0,0,0,1,23,0,23,0,0
Minnesota,Department of Natural Resources Enforcement Division,,,0,0,0,0,0,0,0,0,0,0
Minnesota,Minnesota State Patrol2,,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,Brainerd2,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,Detroit Lakes2,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,Duluth2,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,Golden Valley2,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,Mankato2,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,Marshall2,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,Oakdale2,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,Rochester2,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,St. Cloud2,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,Thief River Falls2,,0,0,0,0,0,0,0,0,0,0
Minnesota,State Patrol:,Virginia2,,0,0,0,0,0,0,0,0,0,0
Minnesota,Tribal Agencies,Fond du Lac Tribal,,19,0,3,0,16,120,13,88,19,2
Minnesota,Mille Lacs Tribal,,,39,0,4,7,28,180,27,140,13,0
Minnesota,Nett Lake Tribal,,,6,0,0,0,6,3,0,2,1,0
Minnesota,Upper Sioux Community,,,1,0,0,0,1,23,0,19,4,0
Minnesota,White Earth Tribal,,,33,0,2,2,29,170,32,109,29,1
Minnesota,Other Agencies,Metropolitan Transit Commission,,355,0,2,210,143,624,1,614,9,7
Minnesota,Minneapolis-St. Paul International Airport,,,7,0,0,0,7,301,1,265,35,0
Minnesota,Three Rivers Park District,,,0,0,0,0,0,79,0,79,0,0
Mississippi,Tribal Agencies,Choctaw Tribal,,165,2,5,0,158,178,17,161,0,2
Missouri,State Agencies,Capitol Police,,0,0,0,0,0,21,0,20,1,0
Missouri,State Agencies,Department of Conservation,,0,0,0,0,0,0,0,0,0,0
Missouri,State Agencies,Missouri State Highway Patrol,,113,6,2,1,104,200,10,137,53,3
Missouri,Other Agencies,Clay County Park Authority,,2,0,0,0,2,11,0,11,0,0
Missouri,Other Agencies,Jackson County Park Rangers,,0,0,0,0,0,0,0,0,0,0
Missouri,Other Agencies,Kansas City International Airport,,2,0,0,0,2,113,4,38,71,0
Missouri,Other Agencies,Logan-Rogersville School District,,2,0,0,0,2,4,0,4,0,0
Missouri,Other Agencies,Springfield-Branson Airport,,0,0,0,0,0,16,0,10,6,0
Missouri,Other Agencies,Springfield-Greene County Park Rangers,,1,0,0,0,1,14,3,11,0,0
Missouri,Other Agencies,Terminal Railroad,,0,0,0,0,0,1,0,1,0,0
Montana,Tribal Agencies,Blackfeet Agency,,332,0,16,0,316,125,28,47,50,2
Montana,Tribal Agencies,Crow Agency,,59,0,13,0,46,203,39,96,68,0
Montana,Tribal Agencies,Fort Belknap Tribal,,25,0,2,0,23,32,11,15,6,0
Montana,Tribal Agencies,Fort Peck Assiniboine and Sioux Tribes,,89,1,1,3,84,58,34,0,24,2
Montana,Tribal Agencies,Northern Cheyenne Agency,,79,0,11,0,68,99,24,50,25,
Montana,Tribal Agencies,Rocky Boy's Tribal,,58,2,10,0,46,91,34,30,27,3
Nebraska,State Agencies,Nebraska State Patrol,,7,1,0,0,6,4,1,3,0,
Nebraska,State Patrol:,Adams County,,1,0,0,0,1,0,0,0,0,
Nebraska,State Patrol:,Antelope County,,0,0,0,0,0,1,0,1,0,
Nebraska,State Patrol:,Arthur County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Banner County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Blaine County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Boone County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Box Butte County,,0,0,0,0,0,1,0,1,0,
Nebraska,State Patrol:,Boyd County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Brown County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Buffalo County,,0,0,0,0,0,1,0,0,1,
Nebraska,State Patrol:,Burt County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Butler County,,0,0,0,0,0,1,0,0,1,
Nebraska,State Patrol:,Cass County,,0,0,0,0,0,1,0,1,0,
Nebraska,State Patrol:,Cedar County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Chase County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Cherry County,,0,0,0,0,0,1,0,0,1,
Nebraska,State Patrol:,Cheyenne County,,0,0,0,0,0,1,0,0,1,
Nebraska,State Patrol:,Clay County,,0,0,0,0,0,1,0,1,0,
Nebraska,State Patrol:,Colfax County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Cuming County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Custer County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Dawes County,,0,0,0,0,0,1,0,0,1,
Nebraska,State Patrol:,Deuel County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Dixon County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Dodge County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Douglas County,,1,0,1,0,0,9,1,5,3,
Nebraska,State Patrol:,Dundy County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Fillmore County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Franklin County,,1,0,0,0,1,0,0,0,0,
Nebraska,State Patrol:,Frontier County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Furnas County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Gage County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Garden County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Garfield County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Gosper County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Grant County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Greeley County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Hall County,,3,0,1,0,2,2,0,0,2,
Nebraska,State Patrol:,Hamilton County,,0,0,0,0,0,1,0,1,0,
Nebraska,State Patrol:,Harlan County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Hayes County,,1,0,0,0,1,2,0,1,1,
Nebraska,State Patrol:,Hitchcock County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Holt County,,0,0,0,0,0,1,0,1,0,
Nebraska,State Patrol:,Hooker County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Howard County,,0,0,0,0,0,1,1,0,0,
Nebraska,State Patrol:,Jefferson County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Kearney County,,1,0,0,0,1,0,0,0,0,
Nebraska,State Patrol:,Keya Paha County,,0,0,0,0,0,1,0,1,0,
Nebraska,State Patrol:,Kimball County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Knox County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Lincoln County,,2,0,0,0,2,0,0,0,0,
Nebraska,State Patrol:,Logan County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Loup County,,1,0,1,0,0,0,0,0,0,
Nebraska,State Patrol:,Madison County,,1,0,0,0,1,2,0,0,2,
Nebraska,State Patrol:,McPherson County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Merrick County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Morrill County,,1,0,0,1,0,0,0,0,0,
Nebraska,State Patrol:,Nance County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Nemaha County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Nuckolls County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Otoe County,,1,1,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Pawnee County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Perkins County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Phelps County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Pierce County,,0,0,0,0,0,1,0,1,0,
Nebraska,State Patrol:,Platte County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Polk County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Richardson County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Rock County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Saline County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Sarpy County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Saunders County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Scotts Bluff County,,2,0,0,0,2,0,0,0,0,
Nebraska,State Patrol:,Seward County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Sherman County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Sioux County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Thayer County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Thomas County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Thurston County,,0,0,0,0,0,1,0,0,1,
Nebraska,State Patrol:,Valley County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Washington County,,0,0,0,0,0,1,0,0,1,
Nebraska,State Patrol:,Wayne County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Webster County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,Wheeler County,,0,0,0,0,0,0,0,0,0,
Nebraska,State Patrol:,York County,,1,0,0,1,0,1,0,0,1,
Nevada,State Agencies,Capitol Police,,14,0,1,0,13,64,22,26,16,
Nevada,Department of Public Safety,Investigative Division,,0,0,0,0,0,0,0,0,0,0
Nevada,Department of Wildlife,Law Enforcement Division,,0,0,0,0,0,0,0,0,0,0
Nevada,Highway Patrol:,Northwestern Division,,2,0,0,0,2,1,0,1,0,0
